orb_id,Tier_manual,Type,Intensity_auto,Stage_calc,relationship_context,Prompt Text,Tier_from_intensity,Tier_mismatch_flag,stage_v2,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,memory_hook,target_gender,min_players,max_players,escalation_weight
ORB1764,spicy,truth,7.0,14,,Do you prefer to lead or follow in bed?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1765,spicy,truth,7.7,16,,What’s the most daring piece of lingerie you own?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1766,spicy,truth,7.0,14,,Have you ever showered with a partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1767,spicy,truth,7.0,14,,Have you ever been caught watching porn?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1768,spicy,truth,7.7,16,,Do you enjoy being spanked?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1769,spicy,truth,7.0,14,,What’s the most people you've kissed in one night?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1770,spicy,truth,7.7,16,,What’s your favorite type of lingerie to wear?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1771,spicy,truth,7.0,14,,Have you ever kissed a friend’s sibling?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1772,spicy,truth,7.0,14,,Have you ever fantasized about a friend’s partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1773,spicy,truth,7.0,14,,Do you enjoy dirty dancing?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1774,spicy,truth,7.7,16,,What’s the sexiest thing you’ve done without involving sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1775,spicy,truth,7.0,14,,What’s your favorite fantasy to think about?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1776,extreme,truth,9.0,20,,Have you ever been to a swinger’s club?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1777,spicy,truth,7.7,16,,Do you enjoy slow or fast sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1778,spicy,truth,8.4,18,,Do you like watching your partner undress?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1779,spicy,truth,7.0,14,,What’s the most compromising position you’ve been caught in?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1780,spicy,truth,7.0,14,,Have you ever fantasized about a stranger?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1781,spicy,truth,8.4,18,,Do you like being whispered to during sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1782,spicy,truth,7.0,14,,Have you ever dressed provocatively just to get attention?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1783,spicy,truth,7.0,14,,Do you enjoy watching erotic films or shows?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1784,spicy,truth,7.0,14,,Have you ever had a friend with benefits?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1785,spicy,truth,7.0,14,,Have you ever had a naughty thought about a stranger on public transport?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1786,extreme,truth,9.0,20,,What’s the most you’ve done with someone right after meeting them?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1787,extreme,truth,9.0,20,,Have you ever attended a nude event or party?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1788,extreme,truth,9.0,20,,Have you ever had a one-night stand and regretted it?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1789,spicy,truth,7.0,14,,Do you like being called by a pet name or dirty name?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1790,spicy,truth,7.0,14,,Have you ever worn something just to turn someone on?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1791,spicy,truth,7.0,14,,Do you enjoy being seduced?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1792,spicy,truth,8.1,17,,Have you ever role-played a fantasy during sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1793,spicy,truth,7.0,14,,Have you ever been walked in on while watching porn?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1794,spicy,truth,7.0,14,,What’s the most suggestive photo you’ve sent?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1795,spicy,truth,7.0,14,,Do you enjoy playing strip games?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1796,spicy,truth,7.0,14,,What’s the dirtiest dream you’ve had?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1797,spicy,truth,7.0,14,,Have you ever fantasized about someone you can’t have?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1798,spicy,truth,7.0,14,,What’s the most scandalous outfit you’ve worn in public?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1799,spicy,truth,7.0,14,,What’s the naughtiest gift you’ve ever given or received?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1800,spicy,truth,7.7,16,,Have you ever had a sexual encounter on vacation?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1801,spicy,truth,7.0,14,,What’s the riskiest place you’ve been aroused?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1802,spicy,truth,7.0,14,,Have you ever hooked up with someone unexpectedly?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1803,spicy,truth,7.0,14,,Do you prefer quickies or extended sessions?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1804,spicy,truth,8.4,18,,Do you enjoy being undressed by your partner?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1805,spicy,truth,7.0,14,,What’s the longest time you’ve spent in bed with someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1806,spicy,truth,7.0,14,,Have you ever hooked up with someone to make someone else jealous?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1807,spicy,truth,7.0,14,,Have you ever gotten walked in on while with someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1808,spicy,truth,7.0,14,,Have you ever kept your underwear as a memento?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1809,spicy,truth,7.7,16,,Have you ever had sex outside in nature?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1810,spicy,truth,7.7,16,,What’s the sexiest thing you’ve seen someone wear?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1811,spicy,truth,7.0,14,,Have you ever touched yourself thinking about someone specific?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1812,spicy,truth,7.0,14,,Do you enjoy swapping fantasies with your partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1813,spicy,truth,7.0,14,,What’s the most intimate secret you’ve shared with a partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1814,spicy,truth,7.0,14,,Do you enjoy being complimented on your sensuality?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1815,spicy,truth,7.0,14,,Have you ever been seduced in an unusual place?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1816,spicy,truth,7.0,14,,What’s the most people you’ve kissed in one night?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1817,spicy,truth,7.0,14,,Have you ever been attracted to your friend’s parent?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1818,spicy,truth,7.0,14,,Do you enjoy sharing intimate stories with friends?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1819,spicy,truth,7.0,14,,Have you ever initiated a spontaneous kiss?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1820,spicy,truth,7.7,16,,What’s the sexiest thing you’ve said to someone?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1821,spicy,truth,7.0,14,,What’s the most sensual thing you’ve experienced with a partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1822,spicy,truth,7.0,14,,Have you ever hooked up with someone while traveling?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1823,spicy,truth,7.0,14,,Have you ever seduced someone or been seduced in a place of worship?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1824,spicy,truth,7.0,14,,Have you ever been aroused by a strange smell or sound?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1825,spicy,truth,7.0,14,,What's the most sensual dance you've ever done or seen?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1826,spicy,truth,7.0,14,,What's your favorite place to be touched?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1827,spicy,truth,7.0,14,,What's your favorite type of foreplay?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1828,extreme,dare,9.6,20,,"Triple dare:  Go to the bedroom. Get blindfolded, Get undressed and get a 15 minute four-hand massage,",1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB1829,spicy,truth,7.0,14,,Do you enjoy quickies or extended sessions?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1830,spicy,truth,7.0,14,,What's the most daring location you've made out in?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1831,spicy,truth,7.7,16,,What's the sexiest piece of lingerie you own?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1832,spicy,truth,7.0,14,,Have you ever been aroused by reading a book?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1833,spicy,truth,8.4,18,,Do you enjoy trying different types of lingerie or underwear?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1834,spicy,truth,7.0,14,,What's the most arousing movie scene you've watched?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1835,spicy,truth,7.0,14,,Do you enjoy being teased or do you prefer teasing your partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1836,spicy,truth,7.0,14,,Have you ever been to a risqué party or gathering?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1837,spicy,truth,7.0,14,,Do you enjoy experimenting with different types of touch?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1838,extreme,truth,9.0,20,,Do you enjoy talking about your sexual experiences with friends?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1839,spicy,truth,7.7,16,,What's the most you've done sexually on a first date?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1840,extreme,truth,9.0,20,,Do you enjoy using blindfolds or handcuffs?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1841,spicy,truth,7.0,14,,What's the most erotic gift you've given or received?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1842,spicy,truth,7.0,14,,Have you ever fantasized about a celebrity?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1843,extreme,truth,9.0,20,,Do you enjoy sharing fantasies with your partner?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1844,spicy,truth,7.0,14,,What's the most daring place you've gone without underwear?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1845,spicy,truth,7.0,14,,Have you ever been aroused by someone’s dance moves?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1846,spicy,truth,7.0,14,,What's the most intimate compliment you've received?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1847,extreme,truth,9.0,20,,What's the most sensual massage you've given or received?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1848,spicy,truth,7.0,14,,Have you ever hooked up with a stranger at a party?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1849,spicy,truth,7.7,16,,Do you enjoy talking dirty during sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1850,spicy,truth,7.0,14,,What's the most daring outfit you've worn in public?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1851,spicy,truth,7.0,14,,Do you enjoy experimenting with different types of kisses?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1852,spicy,truth,7.7,16,,What's the sexiest thing you've ever done with someone?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1853,spicy,truth,7.0,14,,Have you ever fantasized about someone you shouldn't have?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1854,spicy,truth,7.0,14,,What's the most daring place you've touched someone intimately?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1855,spicy,truth,7.7,16,,Do you enjoy trying new sexual positions with your partner?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1856,spicy,truth,7.7,16,,What's the sexiest outfit you've seen someone wear?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1857,spicy,truth,7.7,16,,Do you enjoy being called pet names during sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1858,spicy,truth,7.0,14,,Do you enjoy leaving or receiving love bites?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1859,spicy,truth,7.0,14,,What's the most sensual thing you've done with someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1860,spicy,truth,7.0,14,,Have you ever been turned on by a forbidden encounter?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1861,spicy,truth,7.0,14,,Do you enjoy being whispered to during intimate moments?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1862,spicy,truth,7.0,14,,What's the most daring place you've been intimate?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1863,spicy,truth,7.0,14,,Have you ever fantasized about an authority figure?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1864,spicy,truth,7.0,14,,Do you enjoy trying different types of massages during foreplay?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1865,spicy,truth,7.0,14,,Have you ever been aroused by someone's scent alone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1866,spicy,truth,7.7,16,,Do you enjoy intimate conversations during sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1867,spicy,truth,7.0,14,,What's the most unexpected place you've been turned on?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1868,spicy,truth,7.0,14,,What's the most intimate secret you've shared with a partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1869,spicy,truth,7.7,16,,Do you enjoy trying new things to keep your sex life exciting?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1870,spicy,truth,7.0,14,,Do you enjoy sharing intimate moments with your partner in public?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1871,spicy,truth,7.0,14,,Do you enjoy being caressed intimately?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1872,spicy,truth,7.7,16,,What's the most daring place you've gone topless/naked?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1873,spicy,truth,7.0,14,,Have you ever fantasized about a stranger you saw briefly?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1874,spicy,truth,7.0,14,,Have you ever been turned on by a conversation?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1875,spicy,truth,7.0,14,,Do you enjoy intimate moments that build up slowly?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1876,spicy,truth,7.0,14,,Have you ever been turned on by someone's talent or skill?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1877,spicy,truth,7.0,14,,Do you enjoy exploring each other's bodies with your partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1878,spicy,truth,7.0,14,,Have you ever fantasized about a forbidden kiss?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1879,spicy,truth,7.7,16,,Do you enjoy teasing your partner sexually?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1880,spicy,truth,7.0,14,,Have you ever been aroused by an artistic expression?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1881,spicy,truth,7.7,16,,Do you enjoy being complimented on your sexual creativity?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1882,spicy,truth,7.0,14,,Have you ever hooked up with a friend’s sibling?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1883,spicy,truth,7.0,14,,What's the most intimate gesture you've received from someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1884,spicy,truth,7.0,14,,Have you ever been attracted to a forbidden love interest?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1885,spicy,truth,7.7,16,,Do you enjoy being called dirty names during sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1886,spicy,truth,7.7,16,,What's the sexiest compliment you've received?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1887,extreme,truth,9.0,20,,Have you ever fantasized about a forbidden affair?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1888,extreme,truth,9.0,20,,Do you enjoy trying new ways to pleasure your partner?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1889,spicy,truth,7.0,14,,Have you ever been turned on by an intense situation?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1890,spicy,truth,7.0,14,,Do you enjoy being intimately close with your partner in public?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1891,extreme,truth,9.0,20,,Have you ever hooked up with someone just to see what it was like?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1892,spicy,truth,7.0,14,,Do you enjoy experimenting with different roleplays?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1893,spicy,truth,7.0,14,,Have you ever been aroused by someone's voice alone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1894,spicy,truth,7.7,16,,Do you enjoy trying new positions during sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1895,extreme,truth,9.0,20,,Have you ever been attracted to someone you shouldn’t be with?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1896,spicy,truth,7.0,14,,Do you enjoy being kissed all over your body?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1897,spicy,truth,7.0,14,,What's the most intimate experience you've had while traveling?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1898,spicy,truth,7.0,14,,Have you ever hooked up with someone you shared a mutual attraction with?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1899,spicy,truth,7.0,14,,Do you enjoy being dominated or dominating in bed?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1900,spicy,truth,7.0,14,,Have you ever been turned on by a forbidden attraction?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1901,spicy,truth,7.0,14,,Do you enjoy kissing someone passionately in public?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1902,spicy,truth,7.0,14,,Have you ever been aroused by someone's touch alone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1903,spicy,truth,7.0,14,,Do you enjoy trying new things in bed to keep it exciting?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1904,spicy,truth,7.0,14,,What's the most sensual thing you've done with a partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1905,spicy,truth,7.0,14,,Have you ever fantasized about someone in a position of power?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1906,extreme,truth,9.0,20,,Do you enjoy trying new foreplay techniques?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1907,spicy,truth,7.0,14,,Have you ever been turned on by a physical attribute you wouldn’t normally like?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1908,spicy,truth,7.0,14,,Have you ever been intimate with someone in a way that surprised you both?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1909,spicy,truth,7.0,14,,What's the best way to flirt with your partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1910,spicy,truth,7.7,16,,Do you go weak at the knees for a sexy voice?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1911,spicy,truth,7.7,16,,Is sex better with the lights on or off?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1912,spicy,dare,7.0,14,,Do you ever 'go commando' in public?,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1913,spicy,truth,7.7,16,,What's the sexiest thing you look for in a partner?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1914,spicy,truth,7.0,14,,Have you ever had a friend with benefits? How did it go?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1915,spicy,truth,7.7,16,,What outfit do you wear when you want to feel sexy?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1916,spicy,truth,7.0,14,,Has anyone ever surprised you by being a much better lover than you expected?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1917,extreme,truth,9.0,20,,Have you fantasized about your best friends,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1918,extreme,truth,9.0,20,,"Handcuffs and blindfolds - yes or no, and why?",1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1919,spicy,truth,7.0,14,,Have you taken nude pictures of yourself?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1920,spicy,truth,7.0,14,,"Have you ever been to a strip club? If not, would you like to?",1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1921,extreme,truth,9.0,20,,Have you ever woken up next to someone you don't remember pulling?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1922,extreme,truth,9.0,20,,"What's one bedroom activity you'll never, ever try?",1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1923,extreme,truth,9.0,20,,"Do you make love, have sex, or fuck?",1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1924,spicy,truth,7.7,16,,What was your first ever sexual experience like?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1925,spicy,truth,7.7,16,,How many different rooms in your home have you had sex in?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1926,spicy,truth,7.0,14,,What's the best food to use in the bedroom?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1927,spicy,truth,7.7,16,,What's your perfect song to have sex to?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1928,spicy,truth,8.4,18,,"Which is sexiest - stylish clothes, spicy underwear, or totally naked?",1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1929,spicy,truth,7.0,14,,Have you ever gotten frisky in a movie theater?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1930,spicy,truth,7.0,14,,"Do you like to be in control, or to relax into the experience?",1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1931,spicy,truth,7.0,14,,Do you like to put on a show for your lovers?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1932,spicy,truth,7.0,14,,Have you ever seduced someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1933,spicy,dare,7.2,15,,Give your partner a lap dance.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1934,spicy,dare,7.0,14,,Take a nude photo of yourself.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1935,spicy,dare,7.2,15,,Whisper something dirty into your partner's ear.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1936,spicy,dare,7.2,15,,Give the person on your right a sensual massage.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1937,spicy,dare,7.0,14,,Wear a revealing outfit under your clothes.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1938,spicy,dare,7.0,14,requires_partner,Flash your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1939,spicy,dare,7.0,14,,Send a risque photo to your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1940,spicy,dare,7.0,14,,Take a shower together.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1941,spicy,dare,7.0,14,,Role-play a naughty scenario.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1942,spicy,dare,7.2,15,,Give somone a passionate kiss.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1943,extreme,dare,9.0,20,requires_partner,Let your partner tie you up.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB1944,extreme,dare,9.0,20,,Strip down to just your underwear.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB1945,spicy,dare,7.0,14,,Write a dirty story about your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1946,spicy,dare,7.0,14,requires_partner,Spend the night without touching each other.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1947,spicy,dare,7.0,14,,Dance seductively,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1948,extreme,dare,9.0,20,requires_partner,Try incorporating mutual hand jobs into foreplay.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB1949,spicy,dare,7.0,14,requires_partner,Let your partner pick out an outfit for you.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1950,spicy,dare,7.2,15,requires_partner,Whisper something dirty to a player,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1951,spicy,dare,8.0,17,requires_partner,Suck on your partner's fingers seductively.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1952,spicy,dare,7.0,14,requires_partner,Go commando,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1953,spicy,dare,8.0,17,requires_partner,Plan a surprise sexy date night.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1954,spicy,dare,7.0,14,requires_partner,Use a feather to tease your partner's body.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1955,spicy,dare,7.0,14,requires_partner,Suck on your partner’s earlobe.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1956,spicy,dare,7.0,14,requires_partner,Tie your partner’s hands behind their back and tease them.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
