curated_id,orb_id,Type,Prompt Text,Intensity_curated,Stage_curated,Tier_manual,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,target_gender,min_players,max_players,escalation_weight
GRP1333,ORB0636,truth,"Have you ever had sex blindfolded, or with someone wearing a blindfold?",7.5,intimate,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1334,ORB0649,dare,Blindfold the person on your left and tease them.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1335,ORB0667,dare,Caress someone slowly from the bottom up and moan loudly,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1336,ORB0796,dare,Spend an hour only communicating through physical touch.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1337,ORB0925,truth,Have you ever had a long-term dom or domme?,7.5,intimate,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1338,ORB0927,truth,"Religious roleplay - hail Mary, or hell no?",7.5,intimate,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1339,ORB0957,truth,Medical roleplay - squick or squee?,7.5,intimate,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1340,ORB1706,dare,Do a condom demonstration with a banana.,7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1341,ORB1840,truth,Do you enjoy using blindfolds or handcuffs?,7.5,intimate,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1342,ORB1847,truth,What's the most sensual massage you've given or received?,7.5,intimate,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1343,ORB1918,truth,"Handcuffs and blindfolds - yes or no, and why?",7.5,intimate,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1344,ORB2139,dare,"Until the next player takes a dare, you need to warm up whoever is chilliest - lie on them like a blanket, embrace them, or just apply a little friction…",7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1345,ORB0637,truth,"Aside from the obvious places, where on your body do you like to be touched (or kissed, or licked…)",7.5,intimate,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1346,ORB1828,dare,"Triple dare:  Go to the bedroom. Get blindfolded, Get undressed and get a 15 minute four-hand massage,",7.5,intimate,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1347,ORB0329,truth,Does sex send you to sleep or wake you up?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1348,ORB1713,truth,What’s the most adventurous place you’ve had sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1349,ORB1716,truth,Have you ever used sex toys?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1350,ORB1725,truth,Have you ever had sex in a car?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1351,ORB1728,truth,What’s your biggest sexual fear?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1352,ORB1733,truth,Have you ever licked food off someone’s body?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1353,ORB1753,truth,Do you enjoy sex in complete darkness or with some light?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1354,ORB1754,truth,Have you ever tried tantric sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1355,ORB1774,truth,What’s the sexiest thing you’ve done without involving sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1356,ORB1777,truth,Do you enjoy slow or fast sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1357,ORB1800,truth,Have you ever had a sexual encounter on vacation?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1358,ORB1809,truth,Have you ever had sex outside in nature?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1359,ORB1810,truth,What’s the sexiest thing you’ve seen someone wear?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1360,ORB1820,truth,What’s the sexiest thing you’ve said to someone?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1361,ORB1849,truth,Do you enjoy talking dirty during sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1362,ORB1852,truth,What's the sexiest thing you've ever done with someone?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1363,ORB1856,truth,What's the sexiest outfit you've seen someone wear?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1364,ORB1857,truth,Do you enjoy being called pet names during sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1365,ORB1866,truth,Do you enjoy intimate conversations during sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1366,ORB1869,truth,Do you enjoy trying new things to keep your sex life exciting?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1367,ORB1885,truth,Do you enjoy being called dirty names during sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1368,ORB1894,truth,Do you enjoy trying new positions during sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1369,ORB1911,truth,Is sex better with the lights on or off?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1370,ORB1913,truth,What's the sexiest thing you look for in a partner?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1371,ORB1924,truth,What was your first ever sexual experience like?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1372,ORB1925,truth,How many different rooms in your home have you had sex in?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1373,ORB1927,truth,What's your perfect song to have sex to?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1374,ORB2078,truth,Have you joined the Mile High Club (had sex in an airplane)?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1375,ORB2079,truth,Where's the weirdest place you've ever had sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1376,ORB2083,truth,What's the dumbest thing you've ever said during sex?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1377,ORB2088,truth,What's the best liquid to lick off another person?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1378,ORB2107,truth,What's the most unusual way you've picked up a sexual partner?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1379,ORB2111,truth,How many sex toys do you currently own?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1380,ORB2143,truth,Did you have sex today?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1381,ORB2146,truth,What’s the sexiest thing you’ve ever done for someone?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1382,ORB2147,truth,What's the most spontaneous thing you've done sexually?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1383,ORB2148,truth,Would you rather be forced to walk around naked for a day or have everyone be able to read your thoughts for a day?,7.7,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1384,ORB1698,truth,Have you ever done a strip tease?,8.0,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1385,ORB1721,truth,Have you ever given or received a lap dance?,8.0,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1386,ORB2121,dare,"Simulate your best sex moves with a prop - a chair, a lamp, a volunteer player…",8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1387,ORB2152,dare,Lick your lips slowly while staring at someone.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1388,ORB2155,dare,Lick your lips like you’re eating candy.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1389,ORB2156,dare,"Send your sexiest selfie to your best friend.,",8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1390,ORB2158,dare,Suck your finger like it’s a lollipop for 5 seconds.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1391,ORB2159,dare,Take off three items of clothing.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1392,ORB2162,dare,Give everyone your best phone sex operator voice and lines.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1393,ORB2163,dare,Text your mom something about your sex life.,8.0,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1394,ORB1723,truth,What is your biggest sexual regret?,8.1,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1395,ORB1132,dare,Spend the evening being handcuffed to each other.,8.5,taboo,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1396,ORB1768,truth,Do you enjoy being spanked?,8.5,taboo,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1397,ORB2109,truth,"Would you rather spank someone, or get spanked?",8.5,taboo,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1398,ORB2161,dare,"Lick something off of another player's finger (chocolate, whipped cream, peanut butter, etc.)",8.5,taboo,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1399,ORB0367,truth,What's the most orgasms you've ever had in one day?,8.5,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1400,ORB0480,truth,Do you prefer giving or receiving oral sex?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1401,ORB1572,dare,Describe how orgasm feels.,8.5,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1402,ORB1705,dare,Imitate your favorite sex position.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1403,ORB1729,truth,Have you ever been walked in on while masturbating?,8.5,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1404,ORB2077,truth,What was the best orgasm of your life so far?,8.5,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1405,ORB2103,truth,What's your favorite sex position and why?,8.5,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1406,ORB2118,dare,"Demonstrate your oral sex technique with a food prop - a banana, cream cake, popsicle, taco shell…",8.5,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1407,ORB2149,truth,Have you ever snitched on someone for doing something illegal or immoral?,8.5,erotic,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP1408,ORB2160,dare,Act out your favorite sex position with the person across from you.,8.5,erotic,spicy,single,relative,player_choice,2,playful,dare,any,2,99,3
GRP1409,ORB0194,truth,Have you ever used food during foreplay?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1410,ORB0195,truth,Do you enjoy using lubricants?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1411,ORB0240,truth,What’s the longest foreplay session you’ve had?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1412,ORB0455,truth,Do your best real slow strip tease.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1413,ORB0459,truth,What’s the most orgasms you’ve had in one day?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1414,ORB0460,truth,Have you ever faked an orgasm?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1415,ORB0483,truth,"Who was your best sexual partner, and why?",8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1416,ORB0504,truth,Have you ever been caught naked in a public place?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1417,ORB0506,truth,What’s the shortest amount of time it’s taken you to climax?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1418,ORB0532,truth,What’s the shortest time it took you to climax?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1419,ORB0565,truth,Have you ever been caught naked by a roommate?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1420,ORB0569,truth,Do you enjoy hearing dirty talk during sex?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1421,ORB0623,truth,Have you ever been naked in public?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1422,ORB0647,dare,Try a new sex position tonight.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1423,ORB0648,dare,Use ice cubes during foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1424,ORB0652,dare,Use food during foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1425,ORB0662,dare,Play a game of strip poker.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1426,ORB0669,dare,Take a naked selfie.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1427,ORB0676,dare,Perform a slow striptease.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1428,ORB0743,dare,"Perform a slow, sensual striptease in front of the group.",8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1429,ORB0885,dare,Experiment with different types of foreplay.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1430,ORB0886,truth,What's the best sexual experience you've ever had?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1431,ORB0912,truth,Have you ever used something that wasn't a sex toy as a sex toy (including with a partner)?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1432,ORB0915,truth,What's the biggest sex toy you've ever used (including with a partner)?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1433,ORB0916,truth,What's the worst sex thing you've ever done that you'd do again for the right person?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1434,ORB0947,truth,"(Intentionally) ruined orgasms - fun powerplay, or a waste of a good O?",8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1435,ORB0951,truth,"Orgasm bans - deliciously frustrating, or total turnoff?",8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1436,ORB0955,truth,What's the most expensive sex toy you've ever used?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1437,ORB1584,dare,Show everyone your best stripper move.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1438,ORB1734,truth,Have you ever had phone sex?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1439,ORB1787,truth,Have you ever attended a nude event or party?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1440,ORB1906,truth,Do you enjoy trying new foreplay techniques?,8.5,erotic,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1441,ORB2125,dare,Fake an orgasm - as realistic as you can.,8.5,erotic,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1442,ORB1693,dare,Take off your pants,8.6,taboo,spicy,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1443,ORB0196,truth,Have you ever tried BDSM?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1444,ORB0199,truth,What’s the most awkward position you’ve tried?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1445,ORB0219,truth,What’s the kinkiest dream you’ve ever had?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1446,ORB0239,truth,Do you enjoy experimenting with different kinks?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1447,ORB0241,dare,Wear the most provocative piece of clothing you own for the rest of the game?,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1448,ORB0242,truth,What’s the most provocative piece of clothing you own?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1449,ORB0251,truth,Do you enjoy being watched or watching others?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1450,ORB0351,dare,Play a game of “Simon Says” with intimate commands.,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1451,ORB0436,dare,"Let someone pick a body part to kiss (on the cheek, etc.).",9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1452,ORB0454,dare,Let us remove your pants,9.0,taboo,extreme,single,relative,player_choice,2,playful,dare,any,2,99,4
GRP1453,ORB0456,truth,What is your most embarrassing sexual experience?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1454,ORB0457,truth,Have you ever had sex in public?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1455,ORB0458,truth,Have you ever filmed yourself having sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1456,ORB0461,truth,Have you ever had sex with someone much older or younger than you?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1457,ORB0462,truth,Have you ever had a sexual dream about someone you shouldn’t have?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1458,ORB0463,truth,What’s the longest you’ve gone without sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1459,ORB0464,truth,What’s the most people you’ve had sex with in one week?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1460,ORB0465,truth,Have you ever participated in a sex party?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1461,ORB0466,truth,Have you ever had sex in a pool or hot tub?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1462,ORB0468,truth,Have you ever had sex with a friend’s partner?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1463,ORB0470,truth,Have you ever had sex with more than one person in a day?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1464,ORB0471,truth,What’s the most sexually daring thing you’ve done?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1465,ORB0472,truth,Have you ever tried anal sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1466,ORB0473,truth,Have you ever been a part of an orgy?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1467,ORB0474,truth,Have you ever masturbated in a public place?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1468,ORB0477,truth,What’s the kinkiest thing you’ve ever done?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1469,ORB0479,truth,What’s the most unusual place you’ve masturbated?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1470,ORB0481,truth,What’s the sexiest dream you’ve ever had?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1471,ORB0485,truth,Have you ever had a sex encounter while drunk?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1472,ORB0487,truth,Have you ever experimented with same-sex relations?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1473,ORB0488,truth,Have you ever had sex at work?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1474,ORB0489,truth,Have you ever participated in bondage?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1475,ORB0492,truth,What’s the earliest age you started experimenting sexually?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1476,ORB0493,truth,Have you ever had sex in more than one place in a single day?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1477,ORB0495,truth,Have you ever had a sexual experience that started from a dare?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1478,ORB0497,truth,What's a sexual activity you've always wanted to try but haven't?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1479,ORB0498,truth,Have you ever had sex with someone while other people were nearby (without the people knowing)?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1480,ORB0499,truth,Have you ever made a sex tape?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1481,ORB0500,truth,Do you like being watched while you masturbate?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1482,ORB0501,truth,Have you ever experienced a sexual mishap?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1483,ORB0502,truth,Have you ever had a sexual experience with someone much older than you?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1484,ORB0503,truth,Have you ever had sex with someone of the same gender?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1485,ORB0508,truth,Have you ever participated in voyeurism?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1486,ORB0509,truth,What’s the longest you’ve edged before finishing?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1487,ORB0510,truth,Have you ever had sex at a party?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1488,ORB0511,truth,Have you ever had sex on the beach?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1489,ORB0512,truth,Have you ever had a sex dream about someone you know?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1490,ORB0513,truth,What’s a sexual act you’ve pretended to enjoy?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1491,ORB0514,truth,What’s the sexiest outfit you’ve worn?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1492,ORB0515,truth,Have you ever made out with someone of the same gender?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1493,ORB0516,truth,What’s the riskiest place you’ve masturbated?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1494,ORB0521,truth,Have you ever had sex with someone you just met?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1495,ORB0522,truth,Have you ever used ice or hot wax during sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1496,ORB0523,truth,What’s something sexual you’re curious about but haven’t tried yet?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1497,ORB0524,truth,What’s the longest sexual session you’ve had?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1498,ORB0525,truth,Have you ever had a sex dream about a coworker?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1499,ORB0526,truth,Have you ever experimented with a same-sex partner?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1500,ORB0527,truth,Do you enjoy mutual masturbation?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1501,ORB0528,truth,What’s the weirdest place you've masturbated?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1502,ORB0529,truth,Have you ever been walked in on during sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1503,ORB0530,truth,Do you enjoy being teased sexually?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1504,ORB0533,truth,Have you ever had a sex dream about someone you shouldn’t have?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1505,ORB0534,truth,What’s the most inappropriate place you’ve had a sexual thought?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1506,ORB0535,truth,What’s the most people you’ve had sex with at once?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1507,ORB0537,truth,Have you ever had sex with a friend's ex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1508,ORB0539,truth,What’s the most you’ve done sexually with someone of the same gender?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1509,ORB0540,truth,Have you ever had sex with a partner of a different race or ethnicity?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1510,ORB0543,truth,Do you enjoy having your hair pulled during sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1511,ORB0544,truth,What’s the sexiest thing you’ve been called by a partner?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1512,ORB0545,truth,What’s the closest you’ve come to having sex in public?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1513,ORB0546,truth,Do you enjoy being scratched or left with marks during sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1514,ORB0547,truth,What’s something sexual you’ve done out of curiosity?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1515,ORB0548,truth,Have you ever had sex with someone from a different country?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1516,ORB0549,truth,Do you enjoy experimenting with sex in different settings?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1517,ORB0550,truth,Have you ever made out with multiple people in one night?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1518,ORB0552,truth,What’s the longest sex session you’ve ever had?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1519,ORB0554,truth,What’s the most embarrassing thing that’s happened during sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1520,ORB0556,truth,What’s the most people you’ve hooked up with in one night?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1521,ORB0557,truth,Have you ever done something sexual in a club?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1522,ORB0558,truth,Do you enjoy using props during sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1523,ORB0559,truth,Have you ever had sex in a stranger’s house?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1524,ORB0562,truth,Do you enjoy spontaneous sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1525,ORB0563,truth,What’s the most embarrassing sexual question you’ve asked?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1526,ORB0564,truth,What’s the most sexual tension you’ve had with someone?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1527,ORB0566,truth,Do you enjoy experimenting with food during sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1528,ORB0567,truth,Have you ever watched someone else have sex?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1529,ORB0568,truth,What’s the most sexual frustration you've experienced?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1530,ORB0570,truth,What’s the closest you’ve come to a sexual encounter in public?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
GRP1531,ORB0572,truth,What’s the most sexual tension you’ve felt with someone?,9.0,taboo,extreme,single,none,none,0,cognitive,truth,any,2,99,4
